,,,,Left,Left,Left,Right,Right,Right,Left,Right,,,,,Left,Right,Left,Right,Left,Right,Left,Right,Left,Right,Left,Left,Left,Right,Right,Right,Left,Left,Left,Right,Right,Right,Left,Left,,Right,Right,,Left,Right,Left,Right,Left,Right,Left,Right,Left,Right,Left,Left,Left,Right,Right,Right,Coronal Pterica,,Sagittal Obelica,,Lambdoidal Asterica,,Interpalatine suture,,Zygomaticomaxilary suture,,Superior Topography,,,,Inferior Topography,,,,Superior Caracteristics,,,,Apical Caracteristics,,,,Inferior Caracteristics,,,,Inferior texture,,,,Superior Exostoses,,,,Inferior Exostoses,,,,Posterior Exostoses,,,,Topography,,,,Texture,,,,Superior Protuberance,,,,Ventral Margin,,,,Dorsal margin,,,,Corrected,,,Uncorrected,,,Cranial sutures,,,Pubic symphysis,,,Auricular area,,,Corrected,,,Uncorrected,,,Cranial sutures,,,Pubic symphysis,,,Auricular area,,,Corrected,,,Uncorrected,,,Cranial sutures,,,Pubic symphysis,,,Auricular area,,,Corrected,,,Uncorrected,,,Cranial sutures,,,Pubic symphysis,,,Auricular area,,,Corrected,,,Uncorrected,,,Cranial sutures,,,Pubic symphysis,,,Auricular area,,,Corrected,,,Uncorrected,,,Cranial sutures,,,Pubic symphysis,,,Auricular area,,,Corrected,,,Uncorrected,,,Corrected,,,Uncorrected,,,Corrected,,,Uncorrected,,,Corrected,,,Uncorrected,,,Corrected,,,Uncorrected,,,Corrected,,,Uncorrected,,,
Skeleton Number,Sex,sex,Age,Left Phase Suchey,Mean Age,SD,Right Phase Suchey,Mean Age,SD,Left 1-midlamdoid,Right 1-midlamdoid,2-lambda,3-obelion,4-anterior sagital,5-bregma,Left 6-midcoronal,Right 6-midcoronal,Left 7-pterion,Right 7-pterion,Left 8-sphenofrontal,Right 8-sphenofrontal,Left 9-inferior sphenotemporal,Right 9-inferior sphenotemporal,Left 10-superior sphenotemporal,Right 10-superior sphenotemporal,Score,Mean,SD,Score,Mean,SD,Score,Mean,SD,Score,Mean,SD,Left Phase,Age min,Age max,Right Phase,Age min,Age max,Left Transverse organization,Right Transverse organization,Left Surface texture,Right Surface texture,Left Microposity,Right Microposity,Left Macroporositty,Right Macroporositty,Left Apical changes,Right Apical changes,Composite score,SD,Mean age,Composite score,SD,Mean age,min,max,min,max,min,max,min,max,min,max,Left-min,Left-max,Right-min,Right-max,Left-min,Left-max,Right-min,Right-max,Left-min,Left-max,Right-min,Right-max,Left-min,Left-max,Right-min,Right-max,Left-min,Left-max,Right-min,Right-max,Left-min,Left-max,Right-min,Right-max,Left-min,Left-max,Right-min,Right-max,Left-min,Left-max,Right-min,Right-max,Left-min,Left-max,Right-min,Right-max,Left-min,Left-max,Right-min,Right-max,Left-min,Left-max,Right-min,Right-max,Left-min,Left-max,Right-min,Right-max,Left-min,Left-max,Right-min,Right-max,Left-min,Left-max,Right-min,Right-max,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,L95%,Point est,U95%,
WLH 011,M,1,82,6,61.2,12.2,6,61.2,12.2,1,1,2,2,1,2,1,0,2,2,2,2,0,0,0,0,11,39.4,9.1,10,39.4,9.1,5,41.1,10,4,41.1,10,8,60,,8,60,,5,5,5,5,3,3,2,3,2,2,17,72.25,12.73,18,72.25,12.73,4,5,3,4,1,2,3,4,2,3,3,3,3,3,3,3,3,3,4,4,4,5,4,5,4,5,5,5,5,5,2,3,2,2,2,4,3,4,1,3,3,3,1,1,1,1,5,5,5,6,3,3,3,3,4,4,4,4,6,6,7,7,4,4,4,4,44.5,65.7,87.2,52.9,76.9,102.1,22,41.6,102.5,41.9,73.3,104.9,59.9,105.3,110,46.5,65.3,85.3,53,74.5,98,19,48.3,107.9,45.3,74.1,105.2,50.9,90.5,110,46.5,65.3,85.3,53,74.5,98,19,48.3,107.9,45.3,74.1,105.2,50.9,90.5,110,56.3,76.5,90.1,52.9,76.9,102.1,22,41.6,102.5,41.9,73.3,104.9,59.9,105.3,110,56,75.2,89.2,53,74.5,98,19,48.3,107.9,45.3,74.1,105.2,50.9,90.5,110,56,75.2,89.2,53,74.5,98,19,48.3,107.9,45.3,74.1,105.2,50.9,90.5,110,47.1,69.9,91.9,57.9,82.9,110,47.8,68.2,89.2,56.2,79.2,105.3,47.8,68.2,89.2,56.2,79.2,105.3,60.1,78.9,91.6,57.9,82.9,110,58.8,77.5,90.7,56.2,79.2,105.3,58.8,77.5,90.7,56.2,79.2,105.3,
WLH 013,F,2,49,5,48.1,14.6,5,48.1,14.6,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,5,34.7,7.8,4,34.7,7.8,1,32,8.3,1,32,8.3,5,40,44,5,40,44,4,2,5,5,3,3,2,2,2,3,16,66.71,11.88,15,66.71,11.88,4,4,2,2,1,2,1,2,2,3,1,3,1,3,3,3,1,3,4,4,4,4,2,3,2,3,4,4,2,3,2,2,1,2,2,3,2,3,1,3,3,4,1,2,1,1,4,4,4,4,2,3,2,3,4,4,4,4,7,7,7,7,2,2,2,4,26.8,34.5,46.8,27.3,35.5,49.2,15.5,29.6,49.8,25.1,34,52.9,31,63.3,98.6,25.4,34.1,47.7,26,35.4,50.6,15,27.3,54.8,23.7,33.2,53.6,27.2,56,88.9,25.4,34.1,47.7,26,35.4,50.6,15,27.3,54.8,23.7,33.2,53.6,27.2,56,88.9,27.2,35.4,49.3,27.3,35.5,49.2,15.5,29.6,49.8,25.1,34,52.9,31,63.3,98.6,25.9,35.2,50.8,26,35.4,50.6,15,27.3,54.8,23.7,33.2,53.6,27.2,56,88.9,25.9,35.2,50.8,26,35.4,50.6,15,27.3,54.8,23.7,33.2,53.6,27.2,56,88.9,27.2,37.4,54.6,28.1,39.7,60.6,25.8,36.1,53.6,26.6,38.5,59.1,25.8,36.1,53.6,26.6,38.5,59.1,27.9,39.5,62.8,28.1,39.7,60.6,26.5,38.3,60.8,26.6,38.5,59.1,26.5,38.3,60.8,26.6,38.5,59.1,
WLH 016,M,1,36,4,35.2,9.4,4,35.2,9.4,1,1,1,2,2,0,0,1,2,1,2,2,0,1,0,0,8,39.4,9.1,8,39.4,9.1,4,41.1,10,5,41.1,10,4,35,39,4,35,39,4,4,4,4,3,3,1,1,2,2,14,59.94,12.95,14,59.94,12.95,3,4,3,4,1,2,2,3,4,4,2,3,2,2,2,2,2,2,4,4,3,4,3,3,3,3,3,3,3,3,1,2,1,2,2,2,2,3,1,2,2,3,1,1,1,1,4,4,4,4,2,3,2,3,3,4,4,4,3,4,3,4,4,4,4,4,29.5,38.3,53.3,30.2,39.9,57.8,22,44.3,110,27.3,36.9,57.5,25.1,48.9,86.8,28.4,39.3,55.6,29.4,41.8,60.4,19,49.6,110,26.6,42.5,79,21.2,38.3,65.6,28.4,39.3,55.6,29.4,41.8,60.4,19,49.6,110,26.6,42.5,79,21.2,38.3,65.6,30.1,39.9,59.1,30.2,39.9,57.8,22,44.3,110,27.3,36.9,57.5,25.1,48.9,86.8,29.3,41.8,62.2,29.4,41.8,60.4,19,49.6,110,26.6,42.5,79,21.2,38.3,65.6,29.3,41.8,62.2,29.4,41.8,60.4,19,49.6,110,26.6,42.5,79,21.2,38.3,65.6,28.6,37.7,53.3,29.3,39.4,58.4,27.1,37.8,55,28,40.3,60.5,27.1,37.8,55,28,40.3,60.5,29.2,39.3,60,29.3,39.4,58.4,27.8,40.2,62.4,28,40.3,60.5,27.8,40.2,62.4,28,40.3,60.5,
WLH 020,M,1,67,6,61.2,12.2,6,61.2,12.2,0,0,0,1,0,0,0,0,2,3,2,2,0,0,2,1,3,34.7,7.8,4,34.7,7.8,6,43.4,10.7,6,43.4,10.7,8,60,,8,60,,4,5,5,5,3,3,3,3,2,3,17,72.25,12.73,19,72.25,12.73,3,3,2,3,1,1,4,5,2,2,3,3,3,3,3,3,3,3,4,5,5,5,3,5,5,5,3,5,4,5,2,3,1,2,3,4,3,4,4,4,3,4,1,2,1,2,4,4,4,4,3,3,3,3,4,4,4,4,7,7,7,7,4,4,4,4,52.6,75,96.6,64.3,89,110,16,30.5,53.7,70.9,110,110,79.6,110,110,55.8,76,96.6,65.7,88.6,110,15,29.1,60.8,71.1,110,110,73.1,110,110,55.8,76,96.6,65.7,88.6,110,15,29.1,60.8,71.1,110,110,73.1,110,110,64.1,81,92.8,64.3,89,110,16,30.5,53.7,70.9,110,110,79.6,110,110,65.3,81.2,92.7,65.7,88.6,110,15,29.1,60.8,71.1,110,110,73.1,110,110,65.3,81.2,92.7,65.7,88.6,110,15,29.1,60.8,71.1,110,110,73.1,110,110,68.4,90.5,110,86.8,110,110,66.9,87.8,110,82.6,110,110,66.9,87.8,110,82.6,110,110,72.8,86.2,110,86.8,110,110,72,85.6,110,82.6,110,110,72,85.6,110,82.6,110,110,
WLH 021,M,1,76,6,61.2,12.2,6,61.2,12.2,1,1,1,3,2,1,1,1,1,1,0,1,1,1,0,1,10,39.4,9.1,10,39.4,9.1,3,41.1,10,5,41.1,10,8,60,,8,60,,4,5,5,5,3,3,1,2,3,2,16,66.71,11.88,17,72.25,12.73,3,4,4,5,2,3,1,2,1,2,2,2,2,3,2,3,3,3,4,4,4,4,3,4,3,4,3,5,4,5,1,2,1,2,4,5,4,5,3,5,3,3,1,1,1,2,6,6,5,6,3,4,2,3,4,4,4,4,6,7,6,7,4,5,4,4,36.7,52.6,75.7,40,62,88.7,15,31.8,61.9,43,88.3,110,40.6,73.8,107.1,39.6,56.7,76.9,43.9,64.2,87.4,15,25.4,67.8,46.7,88.7,110,40.3,68.8,98.3,39.6,56.7,76.9,43.9,64.2,87.4,15,25.4,67.8,46.7,88.7,110,40.3,68.8,98.3,41.8,67.8,86.3,40,62,88.7,15,31.8,61.9,43,88.3,110,40.6,73.8,107.1,46.1,68.3,85.6,43.9,64.2,87.4,15,25.4,67.8,46.7,88.7,110,40.3,68.8,98.3,46.1,68.3,85.6,43.9,64.2,87.4,15,25.4,67.8,46.7,88.7,110,40.3,68.8,98.3,41.6,64.1,88.1,51.1,78.6,105.9,43.8,63.7,85.4,51,74.6,99.6,43.8,63.7,85.4,51,74.6,99.6,55,77.1,90.8,51.1,78.6,105.9,54.4,75.3,89.5,51,74.6,99.6,54.4,75.3,89.5,51,74.6,99.6,
WLH 022,M,1,94,6,61.2,12.2,6,61.2,12.2,1,1,2,2,1,1,1,1,2,2,2,2,0,1,0,0,10,39.4,9.1,10,39.4,9.1,5,41.1,10,6,43.4,10.7,8,60, ,8,60,,5,5,5,5,3,3,2,2,2,2,17,72.25,12.73,17,72.25,12.73,3,4,3,4,3,3,3,3,2,3,2,3,2,3,2,3,2,3,4,4,4,4,4,5,3,4,4,5,3,5,2,3,2,3,3,4,3,3,3,3,2,4,2,3,3,3,4,4,4,4,3,3,3,3,4,4,4,4,7,7,6,7,4,5,4,5,45.7,67.2,89.5,54.9,79.9,107.9,24,51.2,110,39.7,83,110,53.1,85.4,110,49.2,68.6,89.2,56.8,79.2,104.9,22.9,57.4,110,43.8,83.8,110,53.2,82.3,110,49.2,68.6,89.2,56.8,79.2,104.9,22.9,57.4,110,43.8,83.8,110,53.2,82.3,110,57.8,77.7,91,54.9,79.9,107.9,24,51.2,110,39.7,83,110,53.1,85.4,110,59.2,77.5,90.7,56.8,79.2,104.9,22.9,57.4,110,43.8,83.8,110,53.2,82.3,110,59.2,77.5,90.7,56.8,79.2,104.9,22.9,57.4,110,43.8,83.8,110,53.2,82.3,110,46.5,69.7,92.9,57.9,84.7,110,49.4,70.2,91.9,58.6,82.7,110,49.4,70.2,91.9,58.6,82.7,110,60,79.3,92,57.9,84.7,110,60.6,78.9,91.6,58.6,82.7,110,60.6,78.9,91.6,58.6,82.7,110,
WLH 023,M,1,48,5,45.6,10.4,6,61.2,12.2,1,1,2,2,1,1,1,0,3,3,3,3,1,0,1,1,11,39.4,9.1,10,39.4,9.1,9,51.9,12.5,7,45.5,8.9,5,40,44,6,45,49,4,4,4,5,3,3,2,2,2,2,15,66.71,11.88,16,66.71,11.88,4,4,4,4,1,1,4,4,3,4,2,3,2,3,2,3,2,3,4,4,4,4,4,5,3,4,4,4,3,4,1,2,2,2,3,3,3,3,3,3,3,4,3,3,2,3,4,6,4,5,3,3,3,4,4,4,4,4,5,7,7,7,4,4,4,4,44,64.3,85.4,51.4,74.7,98.5,23.4,47.4,110,40.1,78.5,110,48.2,78.7,110,46.4,65.1,84.6,52.8,73.7,95.6,21,50.7,109,42.8,78.9,110,49.4,77.3,107.1,46.4,65.1,84.6,52.8,73.7,95.6,21,50.7,109,42.8,78.9,110,49.4,77.3,107.1,54.8,75.4,89.4,51.4,74.7,98.5,23.4,47.4,110,40.1,78.5,110,48.2,78.7,110,55.7,74.7,88.6,52.8,73.7,95.6,21,50.7,109,42.8,78.9,110,49.4,77.3,107.1,55.7,74.7,88.6,52.8,73.7,95.6,21,50.7,109,42.8,78.9,110,49.4,77.3,107.1,45,66.9,88.5,54.2,78.6,103.6,47.4,67.7,88,55.4,77.9,101.4,47.4,67.7,88,55.4,77.9,101.4,57.4,77.2,90.5,54.2,78.6,103.6,58.2,77,90.2,55.4,77.9,101.4,58.2,77,90.2,55.4,77.9,101.4,
WLH 024,M,1,87,5,45.6,10.4,5,45.6,10.4,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,20,51.5,12.6,20,51.5,12.6,14,56.2,8.5,14,56.2,8.5,7,50,59,7,50,59,4,4,5,5,3,3,3,2,2,2,17,72.25,12.73,16,66.71,11.88,4,5,5,5,3,4,4,4,4,5,2,2,2,2,2,2,2,3,4,4,3,4,3,4,3,3,4,4,4,5,2,3,2,2,3,3,3,3,1,2,2,3,1,1,1,1,4,4,4,4,2,2,2,2,4,4,4,4,6,7,6,7,4,4,4,4,37.9,56.8,80.5,43.3,68.4,95,41.5,110,110,30.9,53.2,110,34.7,64.7,97.1,36.7,53.5,73.9,40.5,60.4,84.1,37.4,100,110,30.7,59.7,110,28.8,53,82.6,36.7,53.5,73.9,40.5,60.4,84.1,37.4,100,110,30.7,59.7,110,28.8,53,82.6,46.7,72.2,88.3,43.3,68.4,95,41.5,110,110,30.9,53.2,110,34.7,64.7,97.1,42.1,64.8,84.1,40.5,60.4,84.1,37.4,100,110,30.7,59.7,110,28.8,53,82.6,42.1,64.8,84.1,40.5,60.4,84.1,37.4,100,110,30.7,59.7,110,28.8,53,82.6,34.2,50.8,75.6,37.7,61.7,90.7,32.4,48.5,69.8,35.4,55,80.4,32.4,48.5,69.8,35.4,55,80.4,39.6,68.5,87,37.7,61.7,90.7,36,59.3,82.4,35.4,55,80.4,36,59.3,82.4,35.4,55,80.4,
WLH 030,F,2,66,6,60,12.4,6,60,12.4,1,1,1,0,1,1,0,1,1,2,1,2,0,1,0,0,5,34.7,7.8,7,39.4,9.1,2,36.2,6.2,6,43.4,10.7,8,60,,8,60,,5,4,5,5,3,3,1,2,2,3,16,66.71,11.88,17,72.25,12.73,4,5,1,3,3,3,4,4,2,3,3,3,2,3,3,3,3,3,3,4,4,4,4,4,3,4,4,5,3,5,2,2,2,2,4,4,3,4,4,4,4,4,1,2,1,3,6,6,5,6,4,4,3,3,4,4,4,4,7,7,7,7,5,5,4,5,59.9,80.4,100.8,71.1,94.3,110,25.9,73.2,110,78.3,110,110,50.1,81.9,110,58,76.9,96.1,66.6,87.6,110,18.6,60.5,110,78.5,110,110,48.8,77,106.6,58,76.9,96.1,66.6,87.6,110,18.6,60.5,110,78.5,110,110,48.8,77,106.6,68.2,83,93.8,71.1,94.3,110,25.9,73.2,110,78.3,110,110,50.1,81.9,110,66.2,81.3,92.6,66.6,87.6,110,18.6,60.5,110,78.5,110,110,48.8,77,106.6,66.2,81.3,92.6,66.6,87.6,110,18.6,60.5,110,78.5,110,110,48.8,77,106.6,59.6,80.9,101.8,71.8,95.9,110,58.9,78.6,98.6,68.8,91.2,110,58.9,78.6,98.6,68.8,91.2,110,68.3,83.3,94,71.8,95.9,110,67.2,82.3,93.3,68.8,91.2,110,67.2,82.3,93.3,68.8,91.2,110,
WLH 033,F,2,72,6,60,12.4,6,60,12.4,2,2,3,2,3,2,1,1,2,2,2,2,0,0,0,0,15,45.2,12.6,15,45.2,12.6,5,41.1,10,5,41.1,10,8,60,,8,60,,5,5,5,5,3,3,1,2,2,3,16,66.71,11.88,18,72.25,12.73,4,5,3,4,1,3,3,4,2,2,3,3,3,3,2,3,3,3,4,4,5,5,3,4,4,5,4,4,4,4,2,2,2,3,4,5,4,4,4,5,4,5,1,1,3,3,4,4,4,4,3,3,2,3,4,4,4,4,7,7,7,7,4,5,4,5,56.6,78.5,100.4,69.1,94.7,110,22.1,42.6,110,38.9,81.3,110,76.8,110,110,56.2,76.1,96.6,65.8,88.7,110,18.9,49.4,110,41.7,81.8,110,69.8,99.1,110,56.2,76.1,96.6,65.8,88.7,110,18.9,49.4,110,41.7,81.8,110,69.8,99.1,110,66.6,82.5,93.6,69.1,94.7,110,22.1,42.6,110,38.9,81.3,110,76.8,110,110,65.4,81.2,92.8,65.8,88.7,110,18.9,49.4,110,41.7,81.8,110,69.8,99.1,110,65.4,81.2,92.8,65.8,88.7,110,18.9,49.4,110,41.7,81.8,110,69.8,99.1,110,59.8,81.9,104.4,74.1,101.6,110,58.4,79,100.3,69.6,94.2,110,58.4,79,100.3,69.6,94.2,110,68.6,83.7,94.4,74.1,101.6,110,67.2,82.6,93.6,69.6,94.2,110,67.2,82.6,93.6,69.6,94.2,110,
WLH 034,F,2,81,6,60,12.4,6,60,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,5,40,44,5,40,44,4,2,5,5,2,3,2,1,2,2,15,66.71,11.88,13,59.94,12.95,1,2,1,1,1,1,1,2,2,2,3,3,2,3,2,3,2,3,4,4,4,5,2,3,1,2,3,3,2,2,1,1,1,1,3,4,5,5,4,5,4,5,2,3,3,3,6,6,6,6,3,4,3,3,4,4,4,4,7,7,7,7,5,5,5,5,28.7,36.5,47.9,29.2,37.2,50,15,15,26.6,70.9,110,110,34.2,65.2,108.1,33.7,48,66.4,36,52.5,73.8,15,15,31.9,71.1,110,110,41.4,72.2,110,33.7,48,66.4,36,52.5,73.8,15,15,31.9,71.1,110,110,41.4,72.2,110,29.1,37.2,50.2,29.2,37.2,50,15,15,26.6,70.9,110,110,34.2,65.2,108.1,36.3,54.5,76.9,36,52.5,73.8,15,15,31.9,71.1,110,110,41.4,72.2,110,36.3,54.5,76.9,36,52.5,73.8,15,15,31.9,71.1,110,110,41.4,72.2,110,47.4,71.2,95.3,60.3,88.6,110,52.1,73.9,96.5,63.4,89.6,110,52.1,73.9,96.5,63.4,89.6,110,61.3,80.2,92.6,60.3,88.6,110,63.4,80.8,92.8,63.4,89.6,110,63.4,80.8,92.8,63.4,89.6,110,
WLH 036,F,2,63,6,60,12.4,6,60,12.4,2,2,2,3,1,1,0,0,1,1,0,0,0,0,0,0,10,39.4,9.1,10,39.4,9.1,1,32,8.3,1,32,8.3,8,60,,8,60,,5,4,5,5,2,2,2,2,2,3,16,66.71,11.88,16,66.71,11.88,2,2,4,4,1,2,1,2,1,2,3,3,3,3,3,3,2,3,4,4,4,4,4,5,3,3,3,4,3,3,2,3,1,2,4,5,5,5,3,4,2,4,1,1,1,2,5,5,5,5,3,3,3,3,4,4,4,4,6,7,6,7,4,5,4,5,30,39,53.1,30.8,40.5,56.9,15,21.6,36.3,32.6,66.7,110,47.2,80.1,110,34.2,48.8,67.5,36.7,53.6,75.4,15,24.6,50.7,33.5,69.7,110,44.1,71.8,101.7,34.2,48.8,67.5,36.7,53.6,75.4,15,24.6,50.7,33.5,69.7,110,44.1,71.8,101.7,30.7,40.5,57.9,30.8,40.5,56.9,15,21.6,36.3,32.6,66.7,110,47.2,80.1,110,37.1,56,78.4,36.7,53.6,75.4,15,24.6,50.7,33.5,69.7,110,44.1,71.8,101.7,37.1,56,78.4,36.7,53.6,75.4,15,24.6,50.7,33.5,69.7,110,44.1,71.8,101.7,39.7,61.7,86.8,48.4,77.2,107.1,40.9,60.6,82.9,47.4,71.3,98,40.9,60.6,82.9,47.4,71.3,98,52.7,76.5,90.7,48.4,77.2,107.1,51,73.7,89,47.4,71.3,98,51,73.7,89,47.4,71.3,98,
WLH 037,F,2,44,6,60,12.4,6,60,12.4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,30.5,9.6,1,30.5,9.6,1,32,8.3,1,32,8.3,8,60,,8,60,,4,5,5,5,3,3,3,3,2,2,17,72.25,12.73,18,72.25,12.73,2,3,1,1,1,1,1,2,1,2,2,2,3,3,2,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,2,3,2,2,4,6,4,5,4,5,4,4,1,1,1,3,5,5,5,6,3,3,3,4,4,4,4,4,6,7,6,7,4,5,4,5,30.5,40.2,55.4,31.3,42,59.9,15,15,26.4,35,73.5,110,49.4,80.5,110,32.7,45.8,63.4,34.6,49.8,69.7,15,15,32,36.8,75,110,47.4,74,102.7,32.7,45.8,63.4,34.6,49.8,69.7,15,15,32,36.8,75,110,47.4,74,102.7,31.2,42,61.6,31.3,42,59.9,15,15,26.4,35,73.5,110,49.4,80.5,110,34.6,50.8,72.7,34.6,49.8,69.7,15,15,32,36.8,75,110,47.4,74,102.7,34.6,50.8,72.7,34.6,49.8,69.7,15,15,32,36.8,75,110,47.4,74,102.7,42.3,64.8,88.5,51.9,79,106.8,44.1,63.8,85.2,51.1,74.3,99.8,44.1,63.8,85.2,51.1,74.3,99.8,55.7,77.3,90.9,51.9,79,106.8,54.4,75.2,89.5,51.1,74.3,99.8,54.4,75.2,89.5,51.1,74.3,99.8,
WLH 038,M,1,43,6,61.2,12.2,6,61.2,12.2,1,2,2,2,2,1,1,1,1,1,1,0,1,0,1,0,10,39.4,9.1,11,39.4,9.1,5,41.1,10,2,36.2,6.2,8,60,,8,60,,4,5,5,5,3,3,2,3,2,2,16,66.71,11.88,18,72.25,12.73,3,4,4,4,1,3,3,3,1,2,3,3,3,3,3,3,3,3,4,4,4,5,5,5,4,5,3,5,5,5,1,1,1,2,1,1,2,4,2,2,1,2,1,2,1,2,5,6,5,6,3,3,3,3,4,4,4,4,6,7,6,6,4,5,4,5,37.4,55,79.2,41.8,66.5,95.7,20.6,37.9,96.3,34.4,65,110,44.4,81.5,110,36.7,53,73.5,40.2,59.9,84,15.9,43.8,104.7,36.5,68.4,110,32.2,61,94.3,36.7,53,73.5,40.2,59.9,84,15.9,43.8,104.7,36.5,68.4,110,32.2,61,94.3,44.7,71.4,88.3,41.8,66.5,95.7,20.6,37.9,96.3,34.4,65,110,44.4,81.5,110,41.7,64.4,84.1,40.2,59.9,84,15.9,43.8,104.7,36.5,68.4,110,32.2,61,94.3,41.7,64.4,84.1,40.2,59.9,84,15.9,43.8,104.7,36.5,68.4,110,32.2,61,94.3,38.8,59.7,85.1,46.2,74.7,106.4,36.8,54.9,77,41.5,63.9,90.1,36.8,54.9,77,41.5,63.9,90.1,50.6,75.5,90.3,46.2,74.7,106.4,43.9,68.8,86.7,41.5,63.9,90.1,43.9,68.8,86.7,41.5,63.9,90.1,
WLH 041,F,2,27,4,38.2,10.9,4,38.2,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,3,30,34,2,25,29,3,2,2,2,2,2,2,2,2,2,11,51.41,14.47,10,37.86,13.08,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,3,4,4,3,4,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,3,3,4,3,4,1,1,1,1,4,5,4,5,1,2,1,2,3,3,3,3,2,3,3,3,2,3,2,3,21.4,26.4,32.5,21.6,26.7,32.9,15,15,25.9,22,28.2,37.5,21.5,42.1,75.1,21.4,27,34.9,21.6,27.4,35.6,15,15,30.5,21,27.5,38.8,22.1,40.3,69.7,21.4,27,34.9,21.6,27.4,35.6,15,15,30.5,21,27.5,38.8,22.1,40.3,69.7,21.5,26.6,32.8,21.6,26.7,32.9,15,15,25.9,22,28.2,37.5,21.5,42.1,75.1,21.6,27.2,35.4,21.6,27.4,35.6,15,15,30.5,21,27.5,38.8,22.1,40.3,69.7,21.6,27.2,35.4,21.6,27.4,35.6,15,15,30.5,21,27.5,38.8,22.1,40.3,69.7,23.2,29.4,38.3,23.4,29.9,39.4,22.5,29.2,39.6,22.9,29.9,41.1,22.5,29.2,39.6,22.9,29.9,41.1,23.4,29.8,39.2,23.4,29.9,39.4,22.8,29.7,40.8,22.9,29.9,41.1,22.8,29.7,40.8,22.9,29.9,41.1,
WLH 043,M,1,55,5,45.6,10.4,5,45.6,10.4,1,1,1,2,2,1,1,1,2,3,3,2,1,1,3,3,10,39.4,9.1,11,39.4,9.1,10,51.9,12.5,10,51.9,12.5,7,50,59,7,50,59,4,4,5,5,3,3,3,2,2,3,17,72.25,12.73,17,72.25,12.73,3,3,4,4,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,4,3,5,4,5,2,2,2,2,3,3,3,3,2,2,2,3,1,2,2,3,4,4,4,5,2,3,2,3,4,4,4,4,6,7,6,6,4,4,4,4,37,52.9,74.8,40.3,61.4,85.8,22,40.7,97.7,32.7,50.7,89.6,45.7,79.1,110,37,52.6,71.7,40.2,58.5,79.9,19,46.7,104.3,33.1,56.9,91.8,36.1,65.1,95.1,37,52.6,71.7,40.2,58.5,79.9,19,46.7,104.3,33.1,56.9,91.8,36.1,65.1,95.1,41.9,66.5,84.9,40.3,61.4,85.8,22,40.7,97.7,32.7,50.7,89.6,45.7,79.1,110,41.3,62,81.4,40.2,58.5,79.9,19,46.7,104.3,33.1,56.9,91.8,36.1,65.1,95.1,41.3,62,81.4,40.2,58.5,79.9,19,46.7,104.3,33.1,56.9,91.8,36.1,65.1,95.1,37.6,56.2,79.4,42.6,67.3,92.2,36.6,54,74.5,40.7,61.4,84.2,36.6,54,74.5,40.7,61.4,84.2,45.7,71.3,87.4,42.6,67.3,92.2,42.5,65.8,84,40.7,61.4,84.2,42.5,65.8,84,40.7,61.4,84.2,
